Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Vote
-0.45951575256610644,2.21262302187758,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.8909936303523358,-0.7651334345667328,-1.9858285530649362,0.23036654204853244,0.5717974962628003,0.8443175503372341,1.0042582701570886,1.2057453058885976,Khakis
-0.45951575256610644,2.21262302187758,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.8332830774500701,-0.4327756766474119,-0.7360515121462935,1.0135839136894524,0.07573329831496153,1.6618253031197476,0.0020534624840862848,0.4613291732138944,Khakis
2.176203959093087,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.5970520331973235,-0.47581482563224625,-0.44991888048052925,-0.53349821528337,-1.51197369390107,1.2965558816637308,-0.2919546102078746,-0.2830869594608088,Browns
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,2.159007870460291,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.7531995734110496,0.3473957582528383,-0.42170218318964137,-1.249648208373578,-0.28523256487261484,1.2627622481140586,-0.3188465189474011,-0.2830869594608088,Yellows
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,2.1560055729313548,0.4730036124778844,0.03588065476965674,-0.023355854737435757,0.11755804359856453,-0.5017517710285713,-0.3682775358568894,-1.081255247297729,-1.027503092135512,Whites
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,2.159007870460291,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-1.9183034314244982,-2.267005002586092,-1.6872766852789882,-0.2287906654856057,1.6800260235930788,-0.9820295569428493,2.0971728239792036,0.8335372395512459,Violets
2.176203959093087,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.5690085810588605,-0.46975556745128455,-0.44020712863529016,-0.39963522349550284,-0.36152693695820953,-0.5993663535127367,-0.3200735577356635,-0.6552950257981603,Browns
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,2.1560055729313548,0.15097522614126666,-0.2622860608747507,0.3615969847225837,-0.5059610135278746,-0.8726690740533992,0.24298965923277122,-0.8272615493177886,0.4613291732138944,Purples
2.176203959093087,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.1498812920413141,0.08454316231009437,-0.05264187282240213,-1.010118716468988,-0.6531342800679726,-0.11880100582842626,-1.0078196849058791,0.8335372395512459,Purples
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,4.57966087920776,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,0.3191062884640506,-0.0400949112583967,0.5303746317806406,-0.4588850379134751,-0.23215821907394052,0.18136597452454528,-0.7850738944909732,-1.3997111584728634,Reds
-0.45951575256610644,2.21262302187758,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.5500292052294596,-0.3179473091018588,0.2586765545423516,1.4285530664083579,-0.9984190865423042,0.45022414732414395,-0.445290450783803,0.0891211068765428,Purples
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,2.1560055729313548,-0.3331892595525607,-0.4687435102761491,0.11581724481685941,-0.5157827732051383,-0.4737068042144989,-0.4144952993880588,-0.5703691185611666,-0.6552950257981603,Purples
-0.45951575256610644,-0.4519522711787674,2.258245006793639,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.33055901100886675,-0.43238309290109983,-0.21134905198578482,-1.170226813081227,-1.055112137736343,0.5436536047850027,-0.7783440625619095,-0.6552950257981603,Purples
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,2.1560055729313548,-0.4603799211554302,-1.5175284214931246,-0.1662824023178413,3.328575142220947,1.501503224088446,-1.6817565575007698,0.2739793046268891,0.0891211068765428,Blues
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,2.1560055729313548,-0.5212951880962996,-0.44641861385002024,-0.5030052884353803,0.46290648355034,0.05371950715982963,-1.2836874328936005,-0.34134869357805603,-1.027503092135512,Pinks
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,2.159007870460291,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.44052866610116304,-0.3631441540713632,-0.0791650007440503,-0.8237033451349757,0.022055834950392976,-1.2315060869713124,-0.5605779788692837,0.4613291732138944,Purples
-0.45951575256610644,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,2.1560055729313548,-1.5782685510319694,-1.3831911668562986,-1.5651321230867223,-0.30719807757760376,1.8950374358342998,0.005941969756414498,1.3672151923698617,0.4613291732138944,Khakis
2.176203959093087,-0.4519522711787674,-0.44282174741519587,-0.21835677932838363,-0.4631757084733575,-0.2051270775117491,-0.21321576599501474,-0.46382069348752974,-0.1815865943264331,-0.14236522537256935,-0.35161267284768544,-0.5707042677740208,-1.1763387684810427,0.7434336148874771,-0.7981732576999638,1.5779533722259491,Purples
